Metrics,LoadPoint,overlaps,src,dest, ,rep0,rep1,rep2,rep3,rep4
Average Crosstalk per overlaps,0,0,all,all, ,-200.0,-200.0,-200.0,-200.0,-200.0
Average Crosstalk per overlaps,0,1,all,all, ,-29.55168980682101,-32.440717801439305,-31.454950204150787,-29.3748363036284,-27.35878863159229
Average Crosstalk per overlaps,0,2,all,all, ,-28.515901494453864,-27.387148020462874,-25.375127256515583,-27.56309751485326,-29.234145959267845
Average Crosstalk per overlaps,0,3,all,all, ,-26.84439790357509,-30.135420664810397,-30.506450752762802,-25.14885731483517,0.0
Average Crosstalk per overlaps,0,4,all,all, ,-25.78404914494417,-24.973917040338286,-25.011560541938664,-26.203038462681985,-27.02444190686517
Average Crosstalk per overlaps,0,5,all,all, ,-26.654576928319777,-25.09095604285316,-26.399563466652495,-23.058792673040102,-28.770554812381548
Average Crosstalk per overlaps,0,6,all,all, ,-27.426764824639275,-26.858005613663945,-22.12585566646674,-24.082778845115943,-25.555106519467774
Average Crosstalk per overlaps,0,8,all,all, ,-23.495882472786686,-25.712943983550574,-19.67812686984351,-21.203398565994505,-22.794910887755698
Average Crosstalk per overlaps,0,9,all,all, ,-26.625133810338376,-26.049863908356716,-20.514318668510946,0.0,-22.38744327051056
Average Crosstalk per overlaps,0,10,all,all, ,-21.986046913165687,-22.442091149089585,-21.448073781295832,-20.621289795029874,-23.88857965486419
Average Crosstalk per overlaps,0,11,all,all, ,-21.625388898749126,-20.312059215445814,-21.657040975499864,-21.0776475721957,0.0
Average Crosstalk per overlaps,0,12,all,all, ,-23.75233140488631,-23.183534510819563,-20.967741603524637,-21.04397199828037,-24.14188655694537
Average Crosstalk per overlaps,0,13,all,all, ,-22.47645850525277,-20.675117053741463,-22.61155016742186,-20.798094307954745,-20.828153376450253
Average Crosstalk per overlaps,0,14,all,all, ,-20.619217878294158,-20.943884158633942,-20.548424897040974,-19.07897329425452,-20.541942917649692
Average Crosstalk per overlaps,0,20,all,all, ,-23.201307266841145,0.0,0.0,-22.50558371827904,-20.18289986517971
Average Crosstalk per overlaps,0,21,all,all, ,-23.063561957119788,0.0,0.0,-21.850897304879346,-22.65583272023578
Average Crosstalk per overlaps,0,28,all,all, ,-19.91496474736787,0.0,0.0,0.0,-19.564713811808044
Average Crosstalk per overlaps,1,0,all,all, ,-200.0,-200.0,-200.0,-200.0,-200.0
Average Crosstalk per overlaps,1,1,all,all, ,-31.031088499054146,-29.79415298937708,-36.06740137866082,-27.31604325382318,-30.021940503592628
Average Crosstalk per overlaps,1,2,all,all, ,-29.57683810997512,-29.94310474008204,-28.152283058954065,-27.878897040846947,-29.154618419545567
Average Crosstalk per overlaps,1,3,all,all, ,-26.182064618473042,-27.834031675665003,-27.75328317595049,-27.31987822409948,-25.022087441838103
Average Crosstalk per overlaps,1,4,all,all, ,-24.129860221933946,-25.617290050503108,-24.819380148237883,-25.879480252980738,-25.026825851303375
Average Crosstalk per overlaps,1,5,all,all, ,-25.367679890896465,-25.006113362318647,-25.12314945656586,-23.84519333661822,-24.638025153101562
Average Crosstalk per overlaps,1,6,all,all, ,-26.124808741305063,-27.42990941893818,-25.607407930068856,-24.807460004612256,-23.636986243274713
Average Crosstalk per overlaps,1,8,all,all, ,-24.191216141549383,-23.072822580069044,-24.11222451524368,-26.040362251286844,-23.4392043066043
Average Crosstalk per overlaps,1,9,all,all, ,-23.93558215597966,-21.785125559324598,-23.745849314038782,-20.663554434090873,-22.955260185848473
Average Crosstalk per overlaps,1,10,all,all, ,-23.604061380519166,-24.677343614691132,-23.979074172206957,-20.49268475367439,-23.834038906772047
Average Crosstalk per overlaps,1,11,all,all, ,-27.15207788492869,-21.418032921244972,-22.42404666931343,-21.787216325368668,-20.90780068283015
Average Crosstalk per overlaps,1,12,all,all, ,-23.0323355372501,-23.526705480447145,-23.2536524278065,-22.651525121412966,0.0
Average Crosstalk per overlaps,1,13,all,all, ,-20.386299028668798,-22.849997533273648,-23.138901644272647,-19.873434546006383,-20.123755605958095
Average Crosstalk per overlaps,1,14,all,all, ,-22.331932979230267,-22.96148192387271,-22.046815931095306,-21.724481503860037,-22.340141336509447
Average Crosstalk per overlaps,1,20,all,all, ,-23.010297788660697,-22.03764916225547,-22.63307012280487,0.0,-23.630663594547954
Average Crosstalk per overlaps,1,21,all,all, ,-21.705649499409333,-21.754663952305116,-21.298033560536034,0.0,-21.08131859008956
Average Crosstalk per overlaps,1,28,all,all, ,-20.62405620580861,-19.42713789654975,0.0,0.0,-20.94847620757761
Average Crosstalk per overlaps,2,0,all,all, ,-200.0,-200.0,-200.0,-200.0,-200.0
Average Crosstalk per overlaps,2,1,all,all, ,-31.815644722691555,-30.644238888689145,-32.16979185517506,-31.80530715169283,-31.776330846590728
Average Crosstalk per overlaps,2,2,all,all, ,-28.09386099530431,-30.36329334375848,-29.413315636498194,-29.535984608094175,-29.197616338874678
Average Crosstalk per overlaps,2,3,all,all, ,-26.457385860133343,-28.15477818630386,-27.785072503694327,-27.795447242667315,-26.38585991901109
Average Crosstalk per overlaps,2,4,all,all, ,-27.878002102615252,-27.374460420449264,-27.63375579166,-27.07996262737063,-27.577383366605236
Average Crosstalk per overlaps,2,5,all,all, ,-25.519705439051044,-25.899291847845916,-25.957631997869687,-25.43169000064802,-26.487051194845467
Average Crosstalk per overlaps,2,6,all,all, ,-25.021547914521623,-25.206013310318,-25.40750771909695,-25.056222807786643,-25.86128751009589
Average Crosstalk per overlaps,2,8,all,all, ,-24.51696763367447,-25.478328768459868,-23.88287138185176,-24.465881743027957,-23.875325643257874
Average Crosstalk per overlaps,2,9,all,all, ,-23.494411738074458,-23.235588553990752,-24.712393828986386,-23.92668452798181,-23.987928319577282
Average Crosstalk per overlaps,2,10,all,all, ,-23.97372350252031,-23.52127176165448,-24.0695833439482,-23.525953730317273,-23.383555153724416
Average Crosstalk per overlaps,2,11,all,all, ,-21.358048398055985,-22.088534154403828,-24.793048776005044,-23.22151972292845,-23.13669857820591
Average Crosstalk per overlaps,2,12,all,all, ,-22.400057427248488,-22.80898386375396,-23.22292909651537,-21.952458329306403,-22.4232549568903
Average Crosstalk per overlaps,2,13,all,all, ,-22.24460852653392,-22.952030315076936,-21.98841281744717,-23.063938770280004,-22.169228027373318
Average Crosstalk per overlaps,2,14,all,all, ,-22.392204847313327,-21.7849152733443,-22.959913864579484,-23.41606169257978,-22.725104269483918
Average Crosstalk per overlaps,2,20,all,all, ,-21.97463443660567,-20.907361713027836,-21.328345365451757,-21.489293987424297,-21.54071647604655
Average Crosstalk per overlaps,2,21,all,all, ,-20.572878342081527,-21.115042635697275,-21.567385725548533,-21.178125245799524,-21.441464407582053
Average Crosstalk per overlaps,2,28,all,all, ,-19.92106635404205,-20.677614578629093,-20.716960919876293,-20.98683373517956,-20.627440520150074
Average Crosstalk per overlaps,3,0,all,all, ,-200.0,-200.0,-200.0,-200.0,-200.0
Average Crosstalk per overlaps,3,1,all,all, ,-32.89915226517548,-33.26237826078469,-32.33852384180873,-32.90115828797858,-32.13096790255433
Average Crosstalk per overlaps,3,2,all,all, ,-29.970379089586196,-30.222428519431556,-29.442415155784204,-30.392085779202706,-29.848299576696785
Average Crosstalk per overlaps,3,3,all,all, ,-28.387190089916714,-29.26867832046755,-28.344189226205497,-28.422900074274196,-28.092063890690454
Average Crosstalk per overlaps,3,4,all,all, ,-27.14119476964597,-26.760181217529677,-27.643465208314456,-27.17444500582218,-27.334197983792656
Average Crosstalk per overlaps,3,5,all,all, ,-26.521320923742824,-26.33785830315294,-26.113300759428753,-26.157411634126692,-26.593221365871283
Average Crosstalk per overlaps,3,6,all,all, ,-25.395668500297088,-25.987650077797607,-25.835977039666894,-25.30116911935459,-25.506691504899674
Average Crosstalk per overlaps,3,8,all,all, ,-24.589577852211907,-25.069276541974247,-24.553330491492616,-24.896828746336865,-25.038049217772002
Average Crosstalk per overlaps,3,9,all,all, ,-24.103623973388146,-23.758505950339735,-24.213752639280926,-24.403152946520674,-24.141402488468675
Average Crosstalk per overlaps,3,10,all,all, ,-24.019302129219337,-24.018707185474245,-23.872551349047825,-24.064929257576082,-23.93151581979137
Average Crosstalk per overlaps,3,11,all,all, ,-23.686241638205274,-22.492948206840122,-23.576568502662827,-23.363919981736128,-23.30576020068672
Average Crosstalk per overlaps,3,12,all,all, ,-23.189650660920467,-23.368732453498023,-23.30432244308717,-23.349917933811216,-23.508724241457642
Average Crosstalk per overlaps,3,13,all,all, ,-22.362579532551273,-22.39403354464313,-23.042360969031062,-23.323748689647076,-22.83515745096302
Average Crosstalk per overlaps,3,14,all,all, ,-22.642958900909452,-22.231795827341283,-22.81961532396964,-22.149789630464237,-22.577514653968855
Average Crosstalk per overlaps,3,20,all,all, ,-21.834382154273335,-21.16970272600598,-21.444778726542147,-21.261270099837716,-21.240360899822175
Average Crosstalk per overlaps,3,21,all,all, ,-21.015431461831604,-21.05983925999988,-21.364143823972515,-21.151441610827135,-20.76354548030248
Average Crosstalk per overlaps,3,28,all,all, ,-19.87618631329541,-20.061949431687527,-20.57222542533498,-20.728850596905453,-20.299177098486325
Average Crosstalk per overlaps,4,0,all,all, ,-200.0,-200.0,-200.0,-200.0,-200.0
Average Crosstalk per overlaps,4,1,all,all, ,-32.83752423666821,-32.73246018014214,-32.214890665674396,-33.09677310613351,-32.34661151342121
Average Crosstalk per overlaps,4,2,all,all, ,-29.554491573445095,-30.064017554329105,-30.333294874669352,-30.108529828138202,-30.28537446745819
Average Crosstalk per overlaps,4,3,all,all, ,-28.342497352057357,-27.89676830628621,-28.440806469974408,-28.177176763630452,-28.72820948599563
Average Crosstalk per overlaps,4,4,all,all, ,-27.496672830038523,-27.31031331276873,-27.466451929535353,-27.63035883188786,-27.727973334204528
Average Crosstalk per overlaps,4,5,all,all, ,-27.17374910936519,-26.73730383875294,-26.693535906051604,-27.04880465924419,-26.666766556601505
Average Crosstalk per overlaps,4,6,all,all, ,-26.19085676210171,-25.6396872560896,-25.74145988351206,-25.941304348674063,-26.152136825539685
Average Crosstalk per overlaps,4,8,all,all, ,-25.10020197972935,-25.010587454428865,-24.85769729356233,-24.99049359010172,-24.791296326640268
Average Crosstalk per overlaps,4,9,all,all, ,-23.84499456935298,-24.33302991369386,-24.030610929261826,-23.993991359806166,-23.913117273102657
Average Crosstalk per overlaps,4,10,all,all, ,-23.98131973004139,-24.24147368125338,-23.88318951748344,-23.790838616736586,-23.742452701413416
Average Crosstalk per overlaps,4,11,all,all, ,-23.5967318662497,-23.442181852209366,-22.970488683368206,-23.240724177965983,-23.5489539664463
Average Crosstalk per overlaps,4,12,all,all, ,-23.2166611355979,-22.967015350920363,-23.23616744721723,-23.150106589416144,-23.067082084161086
Average Crosstalk per overlaps,4,13,all,all, ,-22.65022960180664,-22.85826110310636,-22.482627925279033,-22.882249954983287,-22.3832826299702
Average Crosstalk per overlaps,4,14,all,all, ,-22.94608117117464,-22.73850968621529,-22.670046373461393,-22.539809155185637,-22.110302967424502
Average Crosstalk per overlaps,4,20,all,all, ,-21.23494768422576,-21.16183728879365,-21.063546199206762,-21.484567299539837,-21.175295497172115
Average Crosstalk per overlaps,4,21,all,all, ,-21.097711529323714,-21.085966010714966,-20.895988583600484,-21.155631528850083,-21.32108758697519
Average Crosstalk per overlaps,4,28,all,all, ,-20.08386385165219,-20.34661075237299,-20.022483018418892,-20.323834941465826,-20.053766036430922


Minimum Crosstalk per overlaps,0,0,all,all, ,-200.0,-200.0,-200.0,-200.0,-200.0
Minimum Crosstalk per overlaps,0,1,all,all, ,-30.853255306189862,-32.440717801439305,-35.41053864197556,-32.0006929476846,-27.35878863159229
Minimum Crosstalk per overlaps,0,2,all,all, ,-31.36272229015724,-31.51153704454288,-26.035859393117097,-27.56309751485326,-31.97335082486562
Minimum Crosstalk per overlaps,0,3,all,all, ,-29.845905536143647,-31.88352247356969,-30.506450752762802,-26.58110496999269,0.0
Minimum Crosstalk per overlaps,0,4,all,all, ,-26.084570480093454,-25.246637151520677,-27.37284297505933,-27.843833756475938,-28.063969655362953
Minimum Crosstalk per overlaps,0,5,all,all, ,-30.871393002408656,-27.15918059930415,-26.399563466652495,-26.01322387247698,-29.343784177799908
Minimum Crosstalk per overlaps,0,6,all,all, ,-29.639655299868192,-27.7469324538097,-22.12585566646674,-24.082778845115943,-26.66626022951149
Minimum Crosstalk per overlaps,0,8,all,all, ,-27.101191261489056,-26.254447349528725,-19.67812686984351,-21.203398565994505,-22.794910887755698
Minimum Crosstalk per overlaps,0,9,all,all, ,-26.625133810338376,-27.659651696220386,-20.514318668510946,0.0,-23.276168801587907
Minimum Crosstalk per overlaps,0,10,all,all, ,-23.203162815734878,-23.901335735769504,-22.898378042122424,-20.621289795029874,-25.006511004234774
Minimum Crosstalk per overlaps,0,11,all,all, ,-21.625388898749126,-20.312059215445814,-23.632515692408155,-21.0776475721957,0.0
Minimum Crosstalk per overlaps,0,12,all,all, ,-25.092677321731564,-23.183534510819563,-21.401332783973814,-21.04397199828037,-25.438956443351604
Minimum Crosstalk per overlaps,0,13,all,all, ,-22.47645850525277,-21.21214852282144,-25.446029964304536,-21.28036428407235,-20.828153376450253
