Metrics,LoadPoint,Link,Core,Number of slots,Slot, ,rep0,rep1,rep2,rep3,rep4
Utilization,0,all,all, - , - , ,0.02448442944620539,0.024501187743608616,0.024886300179012846,0.024877318777893082,0.02466081848013118
Utilization,1,all,all, - , - , ,0.037619003653240835,0.03777651892889065,0.037452184987129405,0.037908480354588624,0.03763216343940459
Utilization,2,all,all, - , - , ,0.050812655730896265,0.050559067504726614,0.05058538439970393,0.051144129814059046,0.05151169539642723
Utilization,3,all,all, - , - , ,0.06476735532646236,0.0644557814878296,0.06405657128413603,0.0645666776171998,0.06407664631421829
Utilization,4,all,all, - , - , ,0.07737530470274437,0.0773211330525016,0.07793398141526464,0.07682619957042706,0.07729033406995148


Utilization Per Link,0,<13-21>,all, - , - , ,0.043276922996717385,0.04544249256241931,0.04662945125257255,0.04437085111633109,0.044638864656898425
Utilization Per Link,0,<16-11>,all, - , - , ,0.01596307971417558,0.016431291010957746,0.017425580756823128,0.01636701589695874,0.01693383594922949
Utilization Per Link,0,<16-18>,all, - , - , ,0.020385485597504784,0.020550437392257287,0.02026955145137165,0.0186407735778214,0.0201770726171938
Utilization Per Link,0,<12-11>,all, - , - , ,0.005432044326586031,0.005249085073401901,0.005515061099370533,0.005141726734971173,0.004758157009397283
Utilization Per Link,0,<16-17>,all, - , - , ,0.006955032183173178,0.006882967594395271,0.006403864934937145,0.006745780737363007,0.006876125194630486
Utilization Per Link,0,<12-13>,all, - , - , ,0.03745435359089378,0.03789093779541947,0.039635297920258696,0.03699585632958943,0.037871683499695344
Utilization Per Link,0,<23-21>,all, - , - , ,0.008851636788911129,0.008583267009119717,0.008834024669131758,0.008617487696714173,0.008724724392480995
Utilization Per Link,0,<1-2>,all, - , - , ,0.0037516030765153614,0.00391887042623566,0.0036207720486008794,0.0035361304773948374,0.003819201641827067
Utilization Per Link,0,<23-24>,all, - , - , ,0.018679508077072634,0.018703193641215837,0.01748850476839088,0.018579891425234033,0.019923052327197804
Utilization Per Link,0,<1-3>,all, - , - , ,0.025927655633096326,0.024724587978922553,0.025737858324526575,0.02445503652755423,0.02448444364121483
Utilization Per Link,0,<3-1>,all, - , - , ,0.02402964779235941,0.025422625709002142,0.026327868681531915,0.025782253551963556,0.024545808020075263
Utilization Per Link,0,<3-2>,all, - , - , ,0.025768203824444808,0.023907952997273458,0.025306218025359727,0.025296225949508023,0.025990653499138438
Utilization Per Link,0,<12-9>,all, - , - , ,0.08172636569955122,0.0820747198743243,0.08386649457126157,0.08307163362620303,0.08145933833342578
Utilization Per Link,0,<12-18>,all, - , - , ,0.07683320271228472,0.0759702609756458,0.07807456608324988,0.07777623310904785,0.07731649335483495
Utilization Per Link,0,<3-5>,all, - , - , ,0.008680807046933322,0.008559642266305841,0.009153536499751001,0.00855885593338177,0.008344730092309398
Utilization Per Link,0,<5-3>,all, - , - , ,0.008434337290776096,0.008912180079798044,0.009277399140855755,0.00904054349941661,0.008939145651449059
Utilization Per Link,0,<5-4>,all, - , - , ,0.025696521541179976,0.023696538049825733,0.024783749756716805,0.025590392662518464,0.02610614886281478
Utilization Per Link,0,<10-9>,all, - , - , ,0.02629282690596958,0.02709680670633635,0.02560279586970807,0.027654486181392067,0.026409755915310095
Utilization Per Link,0,<10-8>,all, - , - , ,0.04767702048462381,0.04682523077350726,0.04899074386225786,0.04969598023132587,0.04865747337763434
Utilization Per Link,0,<5-6>,all, - , - , ,0.03409046912361635,0.035101606378246594,0.03639498936495582,0.03688048260857833,0.03398859339376208
Utilization Per Link,0,<7-4>,all, - , - , ,0.002742972529610799,0.0032325668687089994,0.0029295376188615894,0.0029871571414660887,0.002830646478618327
Utilization Per Link,0,<3-9>,all, - , - , ,0.04894620092587438,0.04922091350163893,0.04941530282071915,0.048998403005618044,0.04954102051242731
Utilization Per Link,0,<9-3>,all, - , - , ,0.04817078108491406,0.04966748543763428,0.04943688136017507,0.04928563174247914,0.047828443877548824
Utilization Per Link,0,<5-8>,all, - , - , ,0.006360959830117285,0.005554990303341766,0.00603335441806142,0.00532449483540152,0.0056785575265528
Utilization Per Link,0,<7-6>,all, - , - , ,0.011352470910026691,0.010774633508035111,0.01186653280181271,0.012149590933104935,0.011378506784183307
Utilization Per Link,0,<5-9>,all, - , - , ,0.07553190426374763,0.07228090853166703,0.07404134286548357,0.0743503760496012,0.07225876956709003
Utilization Per Link,0,<9-5>,all, - , - , ,0.05646292679197181,0.05658251456236369,0.05699231565923378,0.059064011844520294,0.05645954251932454
Utilization Per Link,0,<19-18>,all, - , - , ,0.02224835174192317,0.02226168899099084,0.022805857441751926,0.02439250785464084,0.023411116575376187
Utilization Per Link,0,<7-8>,all, - , - , ,0.014151972522663493,0.014534799359115896,0.014127274717789424,0.014002034907968924,0.014610543638439522
Utilization Per Link,0,<15-11>,all, - , - , ,0.016198358345383437,0.01610833408635982,0.01594283055524905,0.017045291038764277,0.017020932095588682
Utilization Per Link,0,<21-18>,all, - , - , ,0.015813098655675237,0.015962037062785525,0.015494494800649282,0.016874999999999668,0.016482680691488793
