Metrics,LoadPoint,overlaps,src,dest, ,rep0,rep1,rep2,rep3,rep4
Average Crosstalk per overlaps,0,0,all,all, ,-200.0,-200.0,-200.0,-200.0,-200.0
Average Crosstalk per overlaps,0,1,all,all, ,-33.33929706497326,-30.396072175036963,-31.635574699282067,-31.363079448008122,-29.848116239148204
Average Crosstalk per overlaps,0,2,all,all, ,-28.137716582911846,-27.81183949412055,-28.408241773068085,-29.525396280352357,-29.287512807998514
Average Crosstalk per overlaps,0,3,all,all, ,-27.53468138861811,-28.074722020324938,-26.92670093458382,-27.5650662749762,-27.966614590693883
Average Crosstalk per overlaps,0,4,all,all, ,-25.45750932324377,-26.7476726304782,-25.8915542318889,-26.47196950405735,-26.745491941921117
Average Crosstalk per overlaps,0,5,all,all, ,-25.35939932771214,-25.69956745580882,-26.705849320219347,-26.06647409196225,-25.785747083971174
Average Crosstalk per overlaps,0,6,all,all, ,-24.5762091246551,-24.647788907353384,-24.882758737856804,-23.604165847132933,-23.727646861142137
Average Crosstalk per overlaps,0,7,all,all, ,-24.79392704919877,-24.572897936998743,-25.28477765281699,-23.731416607315147,-25.395111057769686
Average Crosstalk per overlaps,0,8,all,all, ,-24.2110487358264,-23.7262079589343,-23.38258012311263,-23.81873789236209,-25.423985285085774
Average Crosstalk per overlaps,0,9,all,all, ,-24.064220447009582,-26.678113905883993,-24.24603932183067,-24.113189974326264,-23.570321413039103
Average Crosstalk per overlaps,0,10,all,all, ,-22.602900163668274,-23.13692520109691,-22.440652495389642,-23.252816067591212,-23.21410663005764
Average Crosstalk per overlaps,0,11,all,all, ,-20.46297098047646,-21.973764911744667,-21.910887347382047,-24.000954205818942,-24.082437541913507
Average Crosstalk per overlaps,0,12,all,all, ,-22.91036109737335,-22.07239128668749,-21.958355589594053,-22.545322856158805,-22.399512303436474
Average Crosstalk per overlaps,0,13,all,all, ,-19.785369094083077,-21.98818571420327,-23.805606826285853,-21.262464807944,-23.049721502648744
Average Crosstalk per overlaps,0,14,all,all, ,-21.434614583789134,-21.86707432297221,-23.119193791399105,-22.18199999455452,-21.318902296374745
Average Crosstalk per overlaps,0,15,all,all, ,-21.92176489859575,-23.285887434848014,-20.970626297308083,-21.43594406936433,-21.251356079354316
Average Crosstalk per overlaps,0,16,all,all, ,-22.66412158739168,-21.910070667283932,-22.316924236399142,-21.768559140041592,-22.52067483855352
Average Crosstalk per overlaps,0,17,all,all, ,-23.39583800357758,0.0,-21.788358136980186,-21.209746042668215,-23.284234246431083
Average Crosstalk per overlaps,0,18,all,all, ,-21.870032227320376,-21.22744483388665,-22.37814185796648,-21.022986677746484,-24.67611674650573
Average Crosstalk per overlaps,0,20,all,all, ,-23.68876318879205,-22.985058718387954,-20.435756691188534,-20.88070207695712,-23.414541246757896
Average Crosstalk per overlaps,0,22,all,all, ,-21.290708992063898,0.0,-19.8167860255419,-20.605327549684034,-22.316676118301686
Average Crosstalk per overlaps,0,23,all,all, ,-20.803765324084583,-21.240147560578528,-20.726530806468226,0.0,-20.304833128516936
Average Crosstalk per overlaps,0,25,all,all, ,-19.76252776858203,-23.585767498806902,-20.61491864573492,0.0,0.0
Average Crosstalk per overlaps,0,26,all,all, ,-21.83690472532449,-21.849020391510358,0.0,0.0,-19.33449082896254
Average Crosstalk per overlaps,0,27,all,all, ,-22.761376870367336,0.0,0.0,-20.6815817538364,-19.826646165940456
Average Crosstalk per overlaps,0,39,all,all, ,-19.45126494782567,0.0,0.0,0.0,0.0
Average Crosstalk per overlaps,1,0,all,all, ,-200.0,-200.0,-200.0,-200.0,-200.0
Average Crosstalk per overlaps,1,1,all,all, ,-32.47688742439635,-29.865795758125184,-30.872172476415475,-31.23674273507345,-30.70304314147809
Average Crosstalk per overlaps,1,2,all,all, ,-28.290529725681626,-27.93797878529017,-28.855872555649963,-28.75008021825399,-29.370614687358568
Average Crosstalk per overlaps,1,3,all,all, ,-28.03650667710231,-26.009399130655833,-27.56920235831862,-26.639753617333977,-26.306534715264977
Average Crosstalk per overlaps,1,4,all,all, ,-25.945597399581203,-26.147666552171895,-26.499130960913526,-26.44409950090427,-25.737559121363653
