Metrics,LoadPoint,Link,Core,Number of slots,Slot, ,rep0,rep1,rep2,rep3,rep4
Utilization,0,all,all, - , - , ,0.029415092370830714,0.029478258859465752,0.029527629261695824,0.029420623474819534,0.029523471184105834
Utilization,1,all,all, - , - , ,0.04446737158858985,0.04492831660537995,0.04472182045680404,0.0442286440747011,0.04464900989742969
Utilization,2,all,all, - , - , ,0.060065476385805026,0.05997223496124836,0.06013633500478024,0.05958557481492503,0.06003568964398215
Utilization,3,all,all, - , - , ,0.07466250359472211,0.07576332907557028,0.07433485963891663,0.07482420816688598,0.0744457582940886
Utilization,4,all,all, - , - , ,0.089061671637716,0.08868463373919591,0.08874823193804413,0.0898057271709439,0.0885835634373341


Utilization Per Link,0,<13-21>,all, - , - , ,0.05550324003920638,0.05285070014041227,0.05622445504087223,0.052952163154092506,0.05292644441972898
Utilization Per Link,0,<16-11>,all, - , - , ,0.019620248985152487,0.022155147396150997,0.021648722925821578,0.02034473964994759,0.020661905514928778
Utilization Per Link,0,<16-18>,all, - , - , ,0.023602434417228153,0.022542140493800437,0.02529422753433995,0.024245394087471027,0.02240300735416873
Utilization Per Link,0,<12-11>,all, - , - , ,0.00649614392759802,0.0058221871003166685,0.006107586852860512,0.007430237933048619,0.0063453244036037965
Utilization Per Link,0,<16-17>,all, - , - , ,0.008177002238224379,0.008066950383694734,0.0077565791302881435,0.008645243945670887,0.009141420021686662
Utilization Per Link,0,<12-13>,all, - , - , ,0.04616059698743267,0.04560409483957006,0.046122005852750406,0.046164489552631534,0.045327753121001894
Utilization Per Link,0,<23-21>,all, - , - , ,0.010271671509202196,0.010306261469164898,0.010898687301897601,0.010291012692541289,0.010002941145805062
Utilization Per Link,0,<1-2>,all, - , - , ,0.004595481670187433,0.004394966774174781,0.004455627363342829,0.004440969422509025,0.004713366443307195
Utilization Per Link,0,<23-24>,all, - , - , ,0.019242639750043027,0.020319294611579143,0.020936565958126117,0.02127062712005853,0.020426600817438606
Utilization Per Link,0,<1-3>,all, - , - , ,0.028520195288607216,0.029521918270030013,0.029453980843018524,0.029711750333647292,0.029707162667517453
Utilization Per Link,0,<3-1>,all, - , - , ,0.029950143885892185,0.03143872859089442,0.0294241436356539,0.029257901559805736,0.03024063525273988
Utilization Per Link,0,<3-2>,all, - , - , ,0.029564441069346158,0.028393348057888953,0.028893716461382973,0.02790020435967097,0.030537321706612795
Utilization Per Link,0,<12-9>,all, - , - , ,0.10152131961436109,0.09634863047739395,0.10041696063643209,0.09917977655980798,0.09881013491908844
Utilization Per Link,0,<12-18>,all, - , - , ,0.09172941545487048,0.09672173024523,0.09259554162264329,0.09395479411110459,0.09345470374798603
Utilization Per Link,0,<3-5>,all, - , - , ,0.010888087012738062,0.01011170706361429,0.01070087026636322,0.01086746858143747,0.01093540166407225
Utilization Per Link,0,<5-3>,all, - , - , ,0.010576416789467826,0.010849600143189652,0.010173201773896788,0.010050477360563425,0.010646982566869296
Utilization Per Link,0,<5-4>,all, - , - , ,0.030021569850691498,0.030237576808656064,0.03038444294611396,0.02918756169020756,0.02825313751181661
Utilization Per Link,0,<10-9>,all, - , - , ,0.03149660443196181,0.03138277296613719,0.02938755091614275,0.030222401886504383,0.030930023320635366
Utilization Per Link,0,<10-8>,all, - , - , ,0.05783622466356842,0.05810933850720046,0.05909901886503604,0.05915894525385183,0.059330661249513104
Utilization Per Link,0,<5-6>,all, - , - , ,0.04003355165295101,0.041027784921870925,0.04128144028387745,0.04186742339987703,0.04022805392592854
