Metrics,LoadPoint,overlaps,src,dest, ,rep0,rep1,rep2,rep3,rep4
Average Crosstalk per overlaps,0,0,all,all, ,-200.0,-200.0,-200.0,-200.0,-200.0
Average Crosstalk per overlaps,0,1,all,all, ,-34.21626807834214,-28.00941910022114,-27.681119879290232,-24.963354520994674,-31.249409932196503
Average Crosstalk per overlaps,0,2,all,all, ,-27.800469702491824,-28.402177545878722,-28.86752549374264,-25.919039129429326,-28.94511957793359
Average Crosstalk per overlaps,0,3,all,all, ,-24.171272426201735,-29.82658268543062,-26.506468248742507,0.0,-27.805604242317514
Average Crosstalk per overlaps,0,5,all,all, ,-26.808359485202907,-22.133232204812543,0.0,-24.859793371922816,-28.774227139876338
Average Crosstalk per overlaps,0,7,all,all, ,-24.26704960527394,-25.265892428662045,-23.390724843181804,-22.38649908304476,-24.82784425134204
Average Crosstalk per overlaps,0,8,all,all, ,-25.92945626038201,-21.695360118230838,-22.97652778470615,-24.7784999381683,-26.08175136877386
Average Crosstalk per overlaps,0,9,all,all, ,-25.500554340970343,0.0,-23.105199657702386,-21.672536063420452,-23.495217332451215
Average Crosstalk per overlaps,0,15,all,all, ,-21.310080500187002,-22.91956020260397,0.0,-21.75491671727141,0.0
Average Crosstalk per overlaps,0,16,all,all, ,-24.97136814290606,-22.841753722602153,0.0,-21.4218177311041,0.0
Average Crosstalk per overlaps,1,0,all,all, ,-200.0,-200.0,-200.0,-200.0,-200.0
Average Crosstalk per overlaps,1,1,all,all, ,-29.375430438966134,-30.600177170980754,-30.201621851552968,-29.02771032748663,-29.728538560306742
Average Crosstalk per overlaps,1,2,all,all, ,-28.098893180763838,-29.55713212167454,-26.827785483314898,-27.50325871106436,-28.28301755670798
Average Crosstalk per overlaps,1,3,all,all, ,-25.21931057704931,-26.28498582371944,-25.937809205408303,-26.953832217522326,-27.35861631802483
Average Crosstalk per overlaps,1,5,all,all, ,-28.153238916840525,-27.78157305953679,-25.048178864703324,-26.26756409237328,-25.065998682597712
Average Crosstalk per overlaps,1,7,all,all, ,-23.069495013962136,-22.519678305885357,-23.24680441602315,-22.961200914311373,-29.645784994568462
Average Crosstalk per overlaps,1,8,all,all, ,-25.78457263706848,-24.673406350881507,-25.795783311262984,-23.228706929326528,-23.660713170674942
Average Crosstalk per overlaps,1,9,all,all, ,-23.55164904989875,-22.932858160969346,-22.23573282972979,-22.451845651339777,-23.083869816802295
Average Crosstalk per overlaps,1,15,all,all, ,-19.194608010999346,-21.094088113246727,-19.944389289452815,-22.533504582546012,-21.965465838325105
Average Crosstalk per overlaps,1,16,all,all, ,-21.14056496003338,-22.909441841240437,0.0,0.0,-21.87836481402211
Average Crosstalk per overlaps,2,0,all,all, ,-200.0,-200.0,-200.0,-200.0,-200.0
Average Crosstalk per overlaps,2,1,all,all, ,-30.730756151866167,-29.680407755827073,-31.314655525659777,-30.1536309516738,-30.787764484399162
Average Crosstalk per overlaps,2,2,all,all, ,-27.394556136041313,-28.3368960842047,-28.04486109003667,-27.920000929010033,-28.439578536745277
Average Crosstalk per overlaps,2,3,all,all, ,-25.91331823709552,-26.90534152460131,-26.527729179733484,-27.014736631693772,-27.915052715958335
Average Crosstalk per overlaps,2,5,all,all, ,-26.352684378836752,-27.85745803952645,-25.304084766915995,-25.633546019510565,-26.24883913415335
Average Crosstalk per overlaps,2,7,all,all, ,-24.075055316725003,-24.408667039141108,-23.94959880129038,-24.705254941217888,-24.573025810149414
Average Crosstalk per overlaps,2,8,all,all, ,-24.8187356657269,-24.569629485498986,-23.45224324179514,-23.993530735735206,-24.067980199514327
Average Crosstalk per overlaps,2,9,all,all, ,-23.882528064362205,-23.686655670976997,-23.85119799984772,-22.810010114933775,-24.068407051225194
Average Crosstalk per overlaps,2,15,all,all, ,-22.170475695879222,-21.72301520175446,-21.559909331667065,-21.778533922278815,-21.45222244975743
Average Crosstalk per overlaps,2,16,all,all, ,-20.54366932147165,-23.166901094134666,-22.19172292738192,-22.44433335432887,-21.762359413568987
Average Crosstalk per overlaps,3,0,all,all, ,-200.0,-200.0,-200.0,-200.0,-200.0
Average Crosstalk per overlaps,3,1,all,all, ,-31.044818840373182,-31.558286122870264,-30.229470452442943,-31.678557110036746,-31.766059172820817
Average Crosstalk per overlaps,3,2,all,all, ,-29.409069458748313,-28.66511517736513,-29.126321692461456,-28.946779113129963,-29.042179496784065
Average Crosstalk per overlaps,3,3,all,all, ,-27.62251839086886,-27.668530794338594,-27.839758487646023,-27.757854104770328,-27.373099063036936
Average Crosstalk per overlaps,3,5,all,all, ,-26.01116199549832,-25.590995245829752,-26.044530686002958,-25.701923600531178,-26.077807465216576
Average Crosstalk per overlaps,3,7,all,all, ,-24.72310202555031,-24.648696999923047,-24.631324378694362,-24.96634036317674,-25.106550924191836
Average Crosstalk per overlaps,3,8,all,all, ,-24.178949989703206,-24.122237340882222,-24.188613257908514,-23.929812024863207,-24.25675506633622
Average Crosstalk per overlaps,3,9,all,all, ,-23.513355580086568,-23.781051621727144,-23.6786322390405,-23.91590637053494,-23.329315657287736
Average Crosstalk per overlaps,3,15,all,all, ,-21.792508404704694,-21.754319425235018,-21.5871179159124,-21.5482671710902,-21.919330569191267
Average Crosstalk per overlaps,3,16,all,all, ,-21.478098149043568,-21.878470338668986,-21.54313953548119,-21.833459210378294,-21.668510249581907
Average Crosstalk per overlaps,4,0,all,all, ,-200.0,-200.0,-200.0,-200.0,-200.0
Average Crosstalk per overlaps,4,1,all,all, ,-32.31514233664083,-31.54688908845659,-31.849315557521262,-31.33686321174224,-31.693309619114483
Average Crosstalk per overlaps,4,2,all,all, ,-29.061822153794388,-28.917536400645456,-29.16569045437298,-28.371960037927565,-28.97291830655326
Average Crosstalk per overlaps,4,3,all,all, ,-27.359383825754772,-27.545900403356423,-27.756834155281993,-27.39544773991881,-27.389710665054764
Average Crosstalk per overlaps,4,5,all,all, ,-26.104612918716835,-25.81038396261568,-25.885179461079957,-25.51149048950012,-25.956366266026105
Average Crosstalk per overlaps,4,7,all,all, ,-24.759273266684776,-24.54538059865749,-24.31851412261617,-24.408607854283318,-24.46413070009244
Average Crosstalk per overlaps,4,8,all,all, ,-24.186498220086,-24.06238116398639,-23.82213477835293,-23.713038649598925,-23.967643968404232
Average Crosstalk per overlaps,4,9,all,all, ,-23.359213840542566,-23.47885022116187,-23.528810375242955,-23.404938364851024,-23.613210958834443
Average Crosstalk per overlaps,4,15,all,all, ,-21.538927955012237,-21.448718275354246,-21.061314071571783,-21.520210562678244,-21.48313687268384
Average Crosstalk per overlaps,4,16,all,all, ,-21.777408593062923,-21.609206311717713,-21.147896357801038,-21.57045399415668,-21.291481207122878


Minimum Crosstalk per overlaps,0,0,all,all, ,-200.0,-200.0,-200.0,-200.0,-200.0
Minimum Crosstalk per overlaps,0,1,all,all, ,-35.859367471978054,-28.00941910022114,-31.79916048838408,-24.963354520994674,-35.63398147159158
Minimum Crosstalk per overlaps,0,2,all,all, ,-30.66577299106179,-34.294146491610796,-30.339159203442584,-28.78211943824423,-28.94511957793359
Minimum Crosstalk per overlaps,0,3,all,all, ,-25.080289624146147,-30.047444914424403,-26.506468248742507,0.0,-31.351199029630944
Minimum Crosstalk per overlaps,0,5,all,all, ,-26.808359485202907,-22.133232204812543,0.0,-28.43602975473026,-31.847018602586942
Minimum Crosstalk per overlaps,0,7,all,all, ,-24.56997302761685,-25.265892428662045,-28.769623490994164,-22.38649908304476,-24.82784425134204
Minimum Crosstalk per overlaps,0,8,all,all, ,-26.953714393901937,-22.893666729741028,-23.353078243285626,-26.62690024919705,-27.765324993209628
Minimum Crosstalk per overlaps,0,9,all,all, ,-25.500554340970343,0.0,-23.105199657702386,-23.097525018850074,-25.987662546476496
Minimum Crosstalk per overlaps,0,15,all,all, ,-21.310080500187002,-22.91956020260397,0.0,-21.75491671727141,0.0
