Metrics,LoadPoint,Link,Core,Number of slots,Slot, ,rep0,rep1,rep2,rep3,rep4
Utilization,0,all,all, - , - , ,0.025894403287779175,0.025508372773575563,0.025470813883978507,0.025686855647501273,0.025540720679430445
Utilization,1,all,all, - , - , ,0.03929180020754449,0.0394770739043432,0.03952733793560231,0.03924786477724755,0.039164248681974954
Utilization,2,all,all, - , - , ,0.052540314540444936,0.0535473268560173,0.05312240276750427,0.05280491006363863,0.05348110505529152
Utilization,3,all,all, - , - , ,0.06795257627439437,0.06722686842523384,0.06704371549349268,0.06637200536779614,0.0660018956958229
Utilization,4,all,all, - , - , ,0.07947099192276483,0.0802349602790233,0.08039772109139923,0.08065299877654158,0.08050495132111225


Utilization Per Link,0,<13-21>,all, - , - , ,0.04638553599232682,0.04645439877245397,0.045990275538008274,0.048392518281155754,0.04834319652588956
Utilization Per Link,0,<16-11>,all, - , - , ,0.018265062837125118,0.01768025704832238,0.019233555649780538,0.017000930566369997,0.018872359485350234
Utilization Per Link,0,<16-18>,all, - , - , ,0.021312937044706156,0.020583463375131426,0.019953671523106023,0.02089165374937666,0.020093564929376164
Utilization Per Link,0,<12-11>,all, - , - , ,0.005915187260190333,0.005251809000166245,0.005439686092421057,0.005783748018962107,0.00564385461268899
Utilization Per Link,0,<16-17>,all, - , - , ,0.007706757771228318,0.00749807543930394,0.00723950223822581,0.008123153638158541,0.007002855127063371
Utilization Per Link,0,<12-13>,all, - , - , ,0.04033335737224015,0.04205597387115557,0.040326415051717475,0.0393491813448785,0.04065707456347469
Utilization Per Link,0,<23-21>,all, - , - , ,0.00933203841822811,0.010218326857310256,0.008436070698716127,0.009505692007729941,0.009582965509091983
Utilization Per Link,0,<1-2>,all, - , - , ,0.003944537028025825,0.004015181004281099,0.0038861963382076582,0.004017909275425928,0.0037379095882215416
Utilization Per Link,0,<23-24>,all, - , - , ,0.01896500775037528,0.018890562440914735,0.019373149293777488,0.018829002564923078,0.018507965856641644
Utilization Per Link,0,<1-3>,all, - , - , ,0.025649437142024247,0.026010767982260218,0.02566401253962138,0.025174570253850698,0.024720339174500783
Utilization Per Link,0,<3-1>,all, - , - , ,0.025921816785297674,0.02580540910164894,0.025498873936495643,0.026004963889506752,0.02593876421481661
Utilization Per Link,0,<3-2>,all, - , - , ,0.025690760892233388,0.025105842149530842,0.02563016981315496,0.02573439150864908,0.02600818742006265
Utilization Per Link,0,<12-9>,all, - , - , ,0.08790197252266205,0.08389450279430535,0.08241696584969241,0.08495694284185033,0.08341160749040671
Utilization Per Link,0,<12-18>,all, - , - , ,0.0798610145693145,0.08055081100900865,0.08015723617444344,0.08006744216760135,0.08174029812878814
Utilization Per Link,0,<3-5>,all, - , - , ,0.008903456563142807,0.008672126974085086,0.009111326495858135,0.008585647729803046,0.008841492659733437
Utilization Per Link,0,<5-3>,all, - , - , ,0.008836253336484225,0.009035916733859698,0.009413539002113768,0.009376099128343026,0.008744869286271509
Utilization Per Link,0,<5-4>,all, - , - , ,0.026628491144416285,0.026289694607408057,0.025934889027135703,0.026412384265690213,0.0259014633612338
Utilization Per Link,0,<10-9>,all, - , - , ,0.025973063101264057,0.02712194763804722,0.028141930051993353,0.027670060786572442,0.0279623333495531
Utilization Per Link,0,<10-8>,all, - , - , ,0.05160591774175437,0.0506194131262858,0.049195624860983,0.050531513269478294,0.04905840324890189
Utilization Per Link,0,<5-6>,all, - , - , ,0.038039420042540475,0.03514656203080621,0.03608067341377995,0.03655136535200244,0.03635814467135688
Utilization Per Link,0,<7-4>,all, - , - , ,0.0027141388742148173,0.0030989684702211074,0.0030466534365778887,0.0028535283323137084,0.0027984242061945726
Utilization Per Link,0,<3-9>,all, - , - , ,0.05032694506617246,0.049540981413002366,0.05078412163571278,0.05081883323833563,0.049833927354999405
Utilization Per Link,0,<9-3>,all, - , - , ,0.049819113016460075,0.04900358150753491,0.048509017196798294,0.0504622942501304,0.049355315610575344
Utilization Per Link,0,<5-8>,all, - , - , ,0.006280710427903911,0.00621527101985264,0.006328442139798243,0.006038867437301574,0.00618703688900642
Utilization Per Link,0,<7-6>,all, - , - , ,0.012224661833400425,0.010840085949230678,0.011899371976309393,0.01198478684729823,0.01223391970889317
Utilization Per Link,0,<5-9>,all, - , - , ,0.0770812364455319,0.0780609030056111,0.0755881726839247,0.07602512616081862,0.07668590648112131
Utilization Per Link,0,<9-5>,all, - , - , ,0.060760297051379225,0.05789336195990622,0.0575877260815742,0.05932049105405324,0.058578827051937
Utilization Per Link,0,<19-18>,all, - , - , ,0.02495611306511799,0.025544750597784424,0.023767090794084088,0.023679112738419127,0.024640241825609643
Utilization Per Link,0,<7-8>,all, - , - , ,0.013879232295783304,0.01350468150475743,0.01433616557999327,0.015611328233609936,0.01442517759829188
Utilization Per Link,0,<15-11>,all, - , - , ,0.016711507917199324,0.016537059306009662,0.01679489830673454,0.016176271513377413,0.016188792018848656
Utilization Per Link,0,<21-18>,all, - , - , ,0.01655811651976755,0.016576832112273576,0.01605463319524298,0.016685663195793465,0.015335942278821155
Utilization Per Link,0,<15-17>,all, - , - , ,0.012945094846524055,0.011962856413001117,0.013010686307905407,0.011718111376022087,0.012229336387146848
Utilization Per Link,0,<19-17>,all, - , - , ,0.03215784525663325,0.032251145178778924,0.032747872991160144,0.03358639061891414,0.03350976877467464
Utilization Per Link,0,<11-12>,all, - , - , ,0.012913815304735933,0.012952380373133683,0.013752984589612783,0.012906738308405465,0.012958692758441437
Utilization Per Link,0,<21-13>,all, - , - , ,0.03704456552716504,0.03421899328532533,0.03344591506561873,0.034843206952396635,0.03373863944419797
Utilization Per Link,0,<9-10>,all, - , - , ,0.0439239446630142,0.044572565061444296,0.04487552045681996,0.045631103855030324,0.04275789982205654
Utilization Per Link,0,<9-11>,all, - , - , ,0.017597305441252042,0.019278958773564173,0.019158111132735592,0.017571612773173373,0.019312493048989392
Utilization Per Link,0,<9-12>,all, - , - , ,0.08537434660512358,0.08690053192598671,0.08486317807095639,0.0849421936690187,0.08738996117861662
Utilization Per Link,0,<22-20>,all, - , - , ,0.029349316020686245,0.02743943498721001,0.02847664721542743,0.028518318516103636,0.028753744856253913
Utilization Per Link,0,<22-21>,all, - , - , ,0.00723774276399949,0.006919425638103792,0.007401048038426291,0.007281416824224606,0.007149195594450937
Utilization Per Link,0,<22-24>,all, - , - , ,0.01081455836762723,0.010178063136016477,0.011330275468497415,0.011077445538843414,0.01171424487710775
Utilization Per Link,0,<11-15>,all, - , - , ,0.016198084649394644,0.017770294340486655,0.01742337381137897,0.01550029020463936,0.017594494626869104
Utilization Per Link,0,<11-16>,all, - , - , ,0.010389443328420856,0.010220312239335757,0.010201101387419788,0.010556324028247695,0.00981915211588623
Utilization Per Link,0,<20-19>,all, - , - , ,0.03342237721041927,0.03218741745676765,0.032592956716065505,0.03404427532252561,0.03384252662236405
Utilization Per Link,0,<20-18>,all, - , - , ,0.03533005998721049,0.03353980147917429,0.034213089271810375,0.03533658959155877,0.03396349156147508
Utilization Per Link,0,<18-19>,all, - , - , ,0.024609965835786615,0.02445734339375957,0.02435150124423032,0.02382040069093059,0.024143700821608865
Utilization Per Link,0,<14-10>,all, - , - , ,0.039071075807706857,0.039575136934882224,0.04025814310737931,0.04027464741005496,0.03940780007506928
Utilization Per Link,0,<14-13>,all, - , - , ,0.017384061509479187,0.016591698583386532,0.01711083471194887,0.01758005824945835,0.016945509300451127
Utilization Per Link,0,<18-16>,all, - , - , ,0.027689306393537227,0.027790791129120425,0.028287688372350385,0.02755116377273179,0.02905206045292709
Utilization Per Link,0,<18-12>,all, - , - , ,0.08851642436607002,0.08624426541734247,0.08146650221736706,0.08503397305789505,0.08269844262637102
Utilization Per Link,0,<8-10>,all, - , - , ,0.032955990553579215,0.032154387129508535,0.0343074448784973,0.034463803488015914,0.0340174835261061
Utilization Per Link,0,<19-20>,all, - , - , ,0.03403004313101322,0.03245146457765792,0.03155179544569851,0.03258649227742854,0.0322603769879867
Utilization Per Link,0,<11-3>,all, - , - , ,0.016224702670582316,0.016449971848412646,0.015673305170159836,0.015763203442141334,0.016725210094257613
Utilization Per Link,0,<2-1>,all, - , - , ,0.0036892699007391155,0.00387406682700183,0.0037012256367119955,0.0037803324667738396,0.003979887254628722
Utilization Per Link,0,<2-3>,all, - , - , ,0.026560180100650727,0.025743419131957983,0.026343743048992896,0.02667061426069159,0.025592890681474804
Utilization Per Link,0,<10-14>,all, - , - , ,0.040504638929826975,0.04042646179725115,0.041119038640659245,0.041174937788468945,0.038217956716064816
Utilization Per Link,0,<21-23>,all, - , - , ,0.007704924442530127,0.00845082421592692,0.008069739476174446,0.00800938299366213,0.008336028297560753
Utilization Per Link,0,<2-4>,all, - , - , ,0.0055267214174496175,0.005864119063838811,0.005930405626147431,0.005974583634544003,0.005853032204025663
Utilization Per Link,0,<4-2>,all, - , - , ,0.005444421467496121,0.005991661395484687,0.005763407628037348,0.005758915538286544,0.00584264044514287
Utilization Per Link,0,<10-13>,all, - , - , ,0.030686108060388993,0.028929479404160383,0.031109328949562545,0.03205448374854098,0.031136811502529407
Utilization Per Link,0,<21-22>,all, - , - , ,0.00876353709058545,0.007792893809431973,0.007739614323250275,0.008033846201969341,0.007798363384864626
Utilization Per Link,0,<11-9>,all, - , - , ,0.018368928293386398,0.01879942167602851,0.018458131464435434,0.017862147583831266,0.01809859919785236
Utilization Per Link,0,<21-20>,all, - , - , ,0.031291779910194724,0.02990471904020529,0.03086981020269159,0.032959770164882114,0.03186641984791414
Utilization Per Link,0,<4-5>,all, - , - , ,0.026555813997943517,0.02786655278596621,0.025614421432740276,0.026185407746207232,0.027074993570317032
Utilization Per Link,0,<4-6>,all, - , - , ,0.0027672185188789213,0.0031482163710161238,0.0031423731788342967,0.003119065575821409,0.0031705464883494843
Utilization Per Link,0,<6-4>,all, - , - , ,0.0029403507826829185,0.0029913755352266405,0.0030172767335809995,0.0029783076377690437,0.0033291424539832093
Utilization Per Link,0,<4-7>,all, - , - , ,0.003096248887838306,0.002834434778679565,0.002880680712339,0.0032580553508857473,0.0029228603055658263
Utilization Per Link,0,<6-5>,all, - , - , ,0.03824092545737605,0.03714053289912813,0.038339807908858985,0.03691022858393937,0.03742979046182627
Utilization Per Link,0,<6-7>,all, - , - , ,0.012761040809376322,0.011331066145805565,0.011258015382584393,0.011981489462272583,0.011947442549910021
Utilization Per Link,0,<8-5>,all, - , - , ,0.02304817396985942,0.02184746965884343,0.022870475761832158,0.02277804037146159,0.021833936912638588
Utilization Per Link,0,<13-10>,all, - , - , ,0.032839035477948676,0.03207445052271552,0.029993079401381476,0.03147987422148713,0.030697242708393198
Utilization Per Link,0,<17-16>,all, - , - , ,0.008004651962965832,0.007443683791635776,0.0075011947047200584,0.0071539917908579565,0.007740048761330703
Utilization Per Link,0,<14-23>,all, - , - , ,0.03622813038703436,0.035780407190127025,0.03540007837262935,0.03551730714424692,0.03361571518934558
Utilization Per Link,0,<8-7>,all, - , - , ,0.01581358522632934,0.01480363398765945,0.014468725671467621,0.014533235382028963,0.014227425728468622
Utilization Per Link,0,<17-19>,all, - , - , ,0.03398442713257046,0.03141132858115814,0.030834060293058577,0.032355849100539534,0.03191886955735932
Utilization Per Link,0,<13-14>,all, - , - , ,0.018632940659227992,0.017846994383582553,0.017695075731244323,0.017291291601787256,0.016990651761385835
Utilization Per Link,0,<13-12>,all, - , - , ,0.027323461741644774,0.025956146082413614,0.0289445500611703,0.026676131624313277,0.02763963708780476
Utilization Per Link,0,<17-15>,all, - , - , ,0.012792541914592488,0.012862182338879865,0.01242412973363875,0.013067072026360139,0.013479727381417839
Utilization Per Link,0,<18-20>,all, - , - , ,0.03517272389201099,0.03471627717844969,0.03481389107073506,0.03510121538397559,0.035024093935937424
Utilization Per Link,0,<18-21>,all, - , - , ,0.00415502227798433,0.004351635920035096,0.0046654131679910345,0.004112390869153847,0.004385904395817789
Utilization Per Link,0,<3-11>,all, - , - , ,0.016103954950513356,0.01639515445142533,0.016750742020238425,0.01499047711728057,0.014945621385474466
Utilization Per Link,0,<24-22>,all, - , - , ,0.01089794006839776,0.010385833147971923,0.009503524161708032,0.009743911784741217,0.010214425603346943
Utilization Per Link,0,<24-23>,all, - , - , ,0.019041082202633376,0.019494457438966155,0.019503997699212874,0.0202135176277578,0.019868478215535133
Utilization Per Link,0,<23-14>,all, - , - , ,0.033971211526167396,0.03435076269949562,0.03469775273869408,0.03543357789300776,0.03478932794166784
Utilization Per Link,0,<20-22>,all, - , - , ,0.028138215606407044,0.027437636413555455,0.02904003520686016,0.0276080273730747,0.029173846480011437
Utilization Per Link,0,<20-21>,all, - , - , ,0.03220530761691615,0.031648001758603876,0.029706215592508405,0.031098872024968333,0.02998423424206324
Utilization Per Link,1,<13-21>,all, - , - , ,0.07229633108352267,0.07188027842267908,0.07093198263638135,0.07058996691319594,0.07270942522104135
Utilization Per Link,1,<16-11>,all, - , - , ,0.027641774523159954,0.027678658316192102,0.028556835796306326,0.027152892662518923,0.025884937336648966
Utilization Per Link,1,<16-18>,all, - , - , ,0.031593219116669125,0.03254522500417146,0.030758889471998185,0.030124079860148048,0.03147737620252699
Utilization Per Link,1,<12-11>,all, - , - , ,0.008435414697214644,0.007555069371074441,0.007946580624755848,0.008303714793138317,0.008452848697382003
Utilization Per Link,1,<16-17>,all, - , - , ,0.010884168381248411,0.01150166997998279,0.010315028429627037,0.010876257263804994,0.011463952065842593
Utilization Per Link,1,<12-13>,all, - , - , ,0.05939815554968325,0.06297541862453279,0.059198366165271514,0.062409819343266816,0.061752935932547146
Utilization Per Link,1,<23-21>,all, - , - , ,0.01425386128566377,0.013435258299506172,0.015050268830287728,0.013621584447812765,0.014045913154096158
Utilization Per Link,1,<1-2>,all, - , - , ,0.005949299338264081,0.006083605870822986,0.0058250022590786805,0.005928020561085878,0.0057517082105330115
Utilization Per Link,1,<23-24>,all, - , - , ,0.029650477186788468,0.030072707557138385,0.028215532551581452,0.03088180938247446,0.029355172246010617
Utilization Per Link,1,<1-3>,all, - , - , ,0.03935851307485,0.0396385605502423,0.040202617576322604,0.03936171488350097,0.04082873842656966
Utilization Per Link,1,<3-1>,all, - , - , ,0.039668319558752274,0.04210941844381171,0.040258208273090644,0.03942237981704806,0.0407214322207085
Utilization Per Link,1,<3-2>,all, - , - , ,0.04118471698965728,0.04007530115248115,0.040594085386202766,0.04095893517488377,0.03938293283934993
Utilization Per Link,1,<12-9>,all, - , - , ,0.13275885558583378,0.1290287050617273,0.1304245285478006,0.12737343515403352,0.12841948819719337
Utilization Per Link,1,<12-18>,all, - , - , ,0.11891182384056369,0.12292870349775044,0.1254720082856042,0.12284297148696281,0.12215406998971373
